text,label,book_id
"Suddenly George Delme felt a faintness stealing over him:--and he
turned to bare his forehead, to catch the slight breeze from below
redolent of sweets. This did not relieve him. A sharp pain across the chest, and a fluttering at the heart, as of a bird
struggling to be free, succeeded this faintness.",1800-1900,8883
"But what that
Witchcraft is, or wherein it does consist is the whole difficulty. That head cited from Mr._ Gaule,[93] _and so well proved thereby (not
denied by any) makes the work yet shorter; so that it is agreed to
consist in a Malignity, &c. and seeking by a sign to seduce, &c. not
excluding any other sorts or branches, when as well proved by that
infallible Rule. That good Angels have appeared, is certain, tho that
instance of those to_ Abraham _may admit of a various construction;
some Divines supposing them to be the Trinity, others that they were
Men-messengers, as_ Judges ii. 1. _and others that they were Angels;
but tho this as I said might admit of a debate, yet I see no question
of the Angel Gabriel's appearance, particularly to the B. Virgin; for
tho the Angels are Spirits, and so not perceptible by our bodily Eyes
without the appointment of the most high, yet he who made all things by
his word in the Creation, can with a word speak things into Being.",1700-1800,52027
"Pelagius maintained the freedom of will and
action of every man; his power by nature to turn and come to God; his
natural independence, so to speak. One of the two great opponents of Pelagius, Augustine of Hippo, says that
Pelagius was a Briton. The name is Greek, and means ""of the sea,""
""belonging to the sea,"" and hence his native name has been supposed to be
Morgan, sea-born: that, however, is only a guess.",1800-1900,31872
"On his release, in disgrace with Henslowe and his former
associates, Jonson offered his services as a playwright to
Henslowe's rivals, the Lord Chamberlain's company, in which
Shakespeare was a prominent shareholder. A tradition of long
standing, though not susceptible of proof in a court of law,
narrates that Jonson had submitted the manuscript of ""Every Man in
His Humour"" to the Chamberlain's men and had received from the
company a refusal; that Shakespeare called him back, read the play
himself, and at once accepted it. Whether this story is true or
not, certain it is that ""Every Man in His Humour"" was accepted by
Shakespeare's company and acted for the first time in 1598, with
Shakespeare taking a part. The evidence of this is contained in
the list of actors prefixed to the comedy in the folio of Jonson's
works, 1616. But it is a mistake to infer, because Shakespeare's
name stands first in the list of actors and the elder Kno'well
first in the dramatis personae, that Shakespeare took that
particular part.",1483-1600,3695
"T. Kyle. * * *

GINGER SNAPS. Mix three teaspoons baking powder with one and a quarter quarts of
flour; add to this one-quarter pound sugar, two teaspoons butter,
one-half pint molasses, and two tablespoons extract of ginger. Roll
very thin and bake in a few minutes. Will soften by being kept.--Mrs.",1800-1900,35506
"Which Plants, whilst they remained in the Life of
Nature, had nothing but their unalter’d Juice in them. Pitch and Resin
became so by Art; and therefore no Time or Chance can give an Increase
to their Quantity: From whence they may be supposed not to be in the
Course of Nature. I am aware what Objection this is liable to; for, though it must be
acknowleg’d that these Things are non-electricable, it may be asked, If
they are not the most inflammable Things that can be imagined, and,
consequently, susceptible of Fire; because Candles are made out of Wax,
and Torches out of Pitch and Resin? To which I answer, That here it may
be necessary to inquire, what occasions this Flame, which is produced
either from the Candle or Torch?",1700-1800,52439
"This was done under both
our hands merrily, and put into W. Hewer's to keep. 5th. Up, and to the office all the morning, the frost and cold
continuing. At noon home with my people to dinner; and so to work at the
office again; in the evening comes Creed to me, and tells me his wife is
at my house. So I in, and spent an hour with them, the first time she
hath been here, or I have seen her, since she was married.",1600-1700,4196
"Will an increase
of the banking facilities of the country under the present system
accomplish this object? We answer, No. An increase of banks, and of the
currency, would only afford temporary relief. Suppose $100,000,000
should be added to the present amount of currency, and that it should
all be distributed in the west and south. Wall street operators would
only have to increase their operations to gather the whole of it under
their control.",1800-1900,39095
"I shall not fail, said I, to
make use of it, and will let you see what I write. These are the contents of Mr Faulkland's letter:

    Will you, madam, permit a forgotten, though not the least zealous
    of your friends, to enquire after your welfare? Forgive me, if I
    renew your grief, when I tell you, that, as I must participate in
    every thing that relates to you, I have deeply mourned with you on
    the late calamity that has befallen you. When Lady Bidulph opens
    her doors to her general acquaintance; if I may presume to mingle
    in the crowd, and kiss her hands, I shall esteem it as a
    particular honour; but will not, without her permission, attempt
    it.",1700-1800,43437
"Wherefore Jonas was sore discontent and angry. And he prayed
unto the Lord and said: O Lord, was not this my saying when I was yet
in my country? And therefore I hasted rather to flee to Tharsis: for I
knew well enough that thou wast a merciful god, full of compassion,
long ere thou be angry and of great mercy and repentest when thou art
come to take punishment. Now therefore take my life from me, for I had
lever die than live.",1483-1600,27654
"This picture has a story. Duplessis made several portraits of
Franklin; this seems to be the only one in pastel, the others being oil
paintings. When Franklin was in France he lived at Passy, a suburb of
Paris. A friend and neighbor was M. le Veillard, who frequently urged
Franklin to write his memoirs. Franklin lent a willing ear, and it was
his wish that his neighbor should translate the memoirs, when finished,
into French.",1900-2000,49452
"But, above all, Mrs. Stewart in this dress, with her
hat cocked and a red plume, with her sweet eye, little Roman nose, and
excellent taille, is now the greatest beauty I ever saw, I think, in my
life; and, if ever woman can, do exceed my Lady Castlemaine, at least in
this dress nor do I wonder if the King changes, which I verily believe is
the reason of his coldness to my Lady Castlemaine. Here late, with much
ado I left to look upon them, and went away, and by water, in a boat with
other strange company, there being no other to be had, and out of him into
a sculler half to the bridge, and so home and to Sir W. Batten, where I
staid telling him and Sir J. Minnes and Mrs. Turner, with great mirth, my
being frighted at Chatham by young Edgeborough, and so home to supper and
to bed, before I sleep fancying myself to sport with Mrs. Stewart with
great pleasure. 14th. Up a little late, last night recovering my sleepiness for the night
before, which was lost, and so to my office to put papers and things to
right, and making up my journal from Wednesday last to this day.",1600-1700,4142
"19, 18)
                                           | ZÜRCHER BIBEL (BERLIN 1956) 1, 165; -
                                           | <DW62>: nimm rosinlin ein
                                           | handvoll...salbeyblätter, hissopkraut,
                                           | jedes 1 hand voll GÄBELKOVER ARTZNCYB. | (1595) 1, 182; -saft: ysop safft
                                           | getruncken mit oximel, waychet den
                                           | verstopften bauch DAS KREÜTERBUCH OD. | HERBARIOS (AUGSB. 1534) 144b ; -sirup:
                                           | \STAUB-TOBLER 7, 1270; -stengel: sie
                                           | steckten nun einen mit essig gefüllten
                                           | schwamm auf einen ysopstengel (JOAN
                                           | 19,29).",1600-1700,3290
"Whosoever, therefore, resisteth the power, resisteth
the ordinance of God, and they that resist shall receive to themselves
damnation,"" Rom. 13:1. And the princes are praised for condemning the
Anabaptists, who overthrow all civil ordinances and prohibit Christians
the use of the magistracy and other civil offices, without which no
state is successfully administered.",1483-1600,853
"My Mother poysoned heere before my face:
   O gracious God, what times are these? O graunt sweet God my daies may end with hers,
   That I with her may dye and live againe. QUEENE MARGARET. Let not this heavy chaunce my dearest Lord,
   (For whose effects my soule is massacred)
   Infect thy gracious brest with fresh supply,
   To agravate our sodaine miserie.",1483-1600,1496
"But to the matter againe. [Sidenote: King John writeth to the archbishop & the other bishops to
returne.] King John (after his capteins in Flanders had sped so well as before
yee haue heard) prepared to make a voiage into Guien, not much
regarding the matter, in that the realme stood as yet interdicted.",1483-1600,45526
"Cooper_, each. _1s. 6d._

Polinitz's Memoirs, in above 50 Letters to his Friend: Being
Observations he made in his Travels through the Principal Courts of
Europe, 2 Vols. 8vo.",1700-1800,24900
"""Bully for you! If you continue in this way there's no telling where you
may land. You know every boy in this country has a right to aspire even
to the Presidency."" Barry reddened with embarrassment.",1900-2000,57137
"[Sidenote: _Abington._]

[Sidenote: _Polydor._]

Now after that the truce with the Scots was expired, which tooke end at
the feast of All saints last past, the king sent the lord Iohn Segraue,
a right valiant knight (but not so circumspect in his gouernment as
was necessarie) with a great armie into Scotland, to haue the rule
of the land as lord warden of the same: with him was ioined also
Rafe Confreie, treasurer of the armie. These two capteins comming to
the borders, and hearing that the Scotishmen alreadie were in armes,
they entered into Scotland, and in order of battell passed foorth to
Edenburgh, and hearing nothing of their enimies which kept them still
in the mounteins, they deuided their armie into three seuerall battels,
two of the which came behind the fore ward vnder the leading of the
said Rafe Confreie, the third (that is to say) the fore ward, the
lord Segraue led himselfe, in such order that there was the distance
of foure miles betwixt their lodgings. This they did to be the more
plentiouslie serued of vittels. But the Scots vnderstanding this order of their enimies, became the
more hardie, and therevpon hauing knowledge where the lord Segraue was
lodged with his companie, a good way off from the other two parts of
the armie, they hasted forwards in the night season, and came neere
vnto the place where the same lord Segraue was incamped, a little
before daie, making themselues readie to assaile the Englishmen in
their campe. But the lord Segraue hauing knowledge of their comming,
though he was counselled by some of them that were about him, either
to withdraw vnto the other battels, or else to send vnto them to come
to his aid, he would follow neither of both the waies; but like a
capteine more hardie than wise in this point, disposed his companies
which he had there in order to fight, and incouraging them to plaie the
men, immediatlie vpon the rising of the sunne, and that his enimies
approched, he caused the trumpets to sound to the battell, and gaue
therewith the onset.",1483-1600,46668
"Now turn to I John 2:14: +""I have written unto you, fathers,
because ye know him which is from the beginning. I have written unto
you young men, because ye are strong, and the word of God abideth in
you, and ye have overcome the evil one. ""+ This passage teaches us
that, _it is when we feed upon the Word of God and store the Word of
God in our hearts, thus having it abiding in us, that we shall be able
to overcome the Devil_. If we neglect the study of the Bible for a
single day, we leave an open door for the Devil to enter. I have been
a Christian for forty-three years, but I would not dare to neglect the
study of God's word for one single day.",1900-2000,52648
"3. cap. vltimo. Peucerus de pr[e,]cipuis Diuinationum generibus. Erastus de Lamijs. Bodinus Daemonomanias lib.",1600-1700,17209
"These Arts and Sciences
are the result only of much Study and great Experience; and without one
at least of ’em are no more to be acquir’d by the Company of Men,
however celebrated for any or all of them, than by ours. But there are
other Quallifications, which are as indispensably necessary to a
Gentleman, or any Man that wou’d appear to Advantage in the World, which
are attainable only by Company, and Conversation, and chiefly by ours. Nor can the greatest part of Mankind, of what Quallity soever, boast
much of the use they make, or the benefit they reap from these
acknowledg’d Advantages. So that Schollars only, and some few of the
more thinking Gentlemen, and Men of Business have any just claim to ’em.",1600-1700,57596
"He is at Mantes with the
King, or at Rosni, some say. I wish to heaven I could see him myself,""
he continued, ""for I think if he heard that Monsieur de Montigni and
Mademoiselle Rose had been taken by the enemy, he might give us some
help."" ""Can I not go to him at Mantes?"" cried Helen; ""I could tell him all,
and be back very soon.""",1800-1900,50943
"c._ 11. XI. _MADAM,_

To your _Authors_ argument,[1] That _if Motion belong naturally to
Matter, Matter being Uniform, it must be alike moved in every part or
particle imaginable of it, by reason this Motion being natural and
essential to Matter, is alike every way._ I answer, That this is no
more necessary, then that the several actions of one body, or of one
part of a body should be alike; for though Matter is one and the same
in its Nature, and never changes, yet the motions are various, which
motions are the several actions of one and the same Natural Matter; and
this is the cause of so many several Creatures; for self-moving matter
by its self-moving power can act several ways, modes or manners; and
had not natural matter a self-acting power, there could not be any
variety in Nature; for Nature knows of no rest, there being no such
thing as rest in Nature; but she is in a perpetual motion, I mean
self-motion, given her from God: Neither do I think it Atheistical
(as your _Author_ deems) to maintain this opinion of self-motion, as
long as I do not deny the Omnipotency of God; but I should rather
think it Irreligious to make so many several Creatures as Immaterial
Spirits, like so many severall Deities, to rule and govern Nature and
all material substances in Nature; for what Atheism doth there lie
in saying, that natural matter is naturally moving, and wise in her
self? Doth this oppose the omnipotency and Infinite wisdom of God? It
rather proves and confirms it; for all Natures free power of moving and
wisdom is a gift of God, and proceeds from him; but I must confess,
it destroys the power of Immaterial substances, for Nature will not
be ruled nor governed by them, and to be against Natural Immaterial
substances, I think, is no Atheisme, except we make them Deities;
neither is Atheisme to contradict the opinion of those, that believe
such natural incorporeal Spirits, unless man make himself a God.",1600-1700,53679
"BARABAS. Blind friar, I reck not thy persuasions,--
     The board is marked thus [51] that covers it--
          [Aside to ABIGAIL in a whisper.] For I had rather die than see her thus.--
     Wilt thou forsake me too in my distress,
     Seduced daughter?--Go, forget not.-- [52]
          [Aside to her in a whisper.]",1483-1600,901
"""White muslin,"" cried Ruth, in an ecstasy of delight. ""Fine enough for
the Lady Rose. How beautifully the scarlet sash will loop it up!",1800-1900,37168
"We
stopped to replace the damaged tube with a better one. Behind us, a
quarter of a mile or so away, a British baggage train was making bivouac
for the night. Just in front of us a British battery was firing over the
housetops of the empty village toward Chauny.",1900-2000,44225
"Some people do daring things when there is a
good reason for doing them, and they are like cats at bay; others
are incapable of physical fear and never believe in danger, and
they are likely healthy puppies; but one meets men now and then who
fully realise every risk, and take a real pleasure in trying how
far they can go without breaking their necks. None of the lower
animals will do this; it is a characteristic of the born gambler. De Maurienne did not play much in drawing-rooms or at the clubs.",1900-2000,47624
"The young man who showed me to my room was very polite to me. He seemed to
want to get acquainted. He said:

""You are from New Hampshire, are you not?"" I told him not to give it away, but I was from New Hampshire.",1800-1900,8220
"And if the Moone runne then in the signe Libra, at the first appearance
of the dogge starre, it after declareth the stirring vp of a king, and
a commotion of the common people. And yet the plentie of fruites of the
trées, although there be a likelyhood of the scarcitie of corne and
oyle in that yeare. And if the Moone runne then the signe Scorpio, at the first appearance
of the dogge starre, it after declareth the commotion of priests, the
destruction of Bées, and an infectiue aire to ensue that yeare.",1483-1600,47765
"In a letter of comfort, dated April 30, 1531, Luther refers to the fact
that he, too, had passed through temptation concerning predestination. ""For,"" says he, ""I am well acquainted with this malady, having lain in
this hospital sick unto eternal death. Now, in addition to my prayer I
would gladly advise and comfort you, though writing is weak in such an
affair.",1700-1800,26909
"They marry--and forget."" ""The Domine says he loves his mother today, better than ever, and her
dead near fifty years."" ""The Domine is a wonder, and he ne'er put a wife in her place. I hope
your feyther didna go to the toun today. Where has Jamie been?""",1900-2000,32085
"Teach a girl to read and write correctly. It is a shameful thing, but
too common, to see women of understanding and good breeding, who cannot
accurately pronounce what they read: either they stammer, or have a sort
of singing or whine in their reading--whereas good reading consists
in a simple and natural, but firm and even, tone of voice. They are,
moreover, sometimes grossly deficient in orthography; either as to the
manner of forming, or connecting, their letters when writing: at any
rate they should be taught to write straight, and in a character neat
and legible. A girl should know the grammar of her own language; not, however,
that she is to be taught by rule, as schoolboys are taught the Latin
language--but that she be used to distinguish the different tenses, in
an obvious and easy manner; to make use of proper terms; and to explain
their thoughts, in a way, at once clear and concise. By these means you
will enable her one day to teach her own children to speak accurately
without previous study.",1600-1700,47621
"2nd. Up and to my office, and afterwards sat, where great contest with
Sir W. Batten and Mr. Wood, and that doating fool Sir J. Minnes, that says
whatever Sir W. Batten says, though never minding whether to the King's
profit or not. At noon to the Coffee-house, where excellent discourse
with Sir W. Petty, who proposed it as a thing that is truly questionable,
whether there really be any difference between waking and dreaming, that
it is hard not only to tell how we know when we do a thing really or in a
dream, but also to know what the difference [is] between one and the
other. Thence to the 'Change, but having at this discourse long
afterwards with Sir Thomas Chamberlin, who tells me what I heard from
others, that the complaints of most Companies were yesterday presented to
the Committee of Parliament against the Dutch, excepting that of the East
India, which he tells me was because they would not be said to be the
first and only cause of a warr with Holland, and that it is very probable,
as well as most necessary, that we fall out with that people.",1600-1700,4148
"Fear was not that I should do ill, but that I should do nothing
Fear: begets a terrible astonishment and confusion
Feared, lest disgrace should make such delinquents desperate
Feminine polity has a mysterious procedure
Few men have been admired by their own domestics
Few men have made a wife of a mistress, who have not repented it
First informed who were to be the other guests
First thing to be considered in love matters: a fitting time
Flatterer in your old age or in your sickness
Follies do not make me laugh, it is our wisdom which does
Folly and absurdity are not to be cured by bare admonition
Folly of gaping after future things
Folly satisfied with itself than any reason can reasonably be
Folly than to be moved and angry at the follies of the world
Folly to hazard that upon the uncertainty of augmenting it
Folly to put out their own light and shine by a borrowed lustre
For fear of the laws and report of men
For who ever thought he wanted sense? Fortune heaped up five or six such-like incidents
Fortune rules in all things
Fortune sometimes seems to delight in taking us at our word
Fortune will still be mistress of events
Fox, who found fault with what he could not obtain
Friend, it is not now time to play with your nails
Friend, the hook will not stick in such soft cheese
Friendships that the law and natural obligation impose upon us
Fruits of public commotion are seldom enjoyed
Gain to change an ill condition for one that is uncertain
Gave them new and more plausible names for their excuse
Gentleman would play the fool to make a show of defence
Gently to bear the inconstancy of a lover
Gewgaw to hang in a cabinet or at the end of the tongue
Give but the rind of my attention
Give me time to recover my strength and health
Give the ladies a cruel contempt of our natural furniture
Give these young wenches the things they long for
Give us history, more as they receive it than as they believe it
Giving is an ambitious and authoritative quality
Glory and curiosity are the scourges of the soul
Go out of ourselves, because we know not how there to reside
Good does not necessarily succeed evil; another evil may succeed
Good to be certain and finite, and evil, infinite and uncertain
Got up but an inch upon the shoulders of the last, but one
Gradations above and below pleasure
Gratify the gods and nature by massacre and murder
Great presumption to be so fond of one's own opinions
Greatest apprehensions, from things unseen, concealed
Greatest talkers, for the most part, do nothing to purpose
Greedy humour of new and unknown things
Grief provokes itself
Gross impostures of religions
Guess at our meaning under general and doubtful terms
Happen to do anything commendable, I attribute it to fortune
Hard to resolve a man's judgment against the common opinions
Haste trips up its own heels, fetters, and stops itself
Hate all sorts of obligation and restraint
Hate remedies that are more troublesome than the disease itself
Have ever had a great respect for her I loved
Have more wherewith to defray my journey, than I have way to go
Have no other title left me to these things but by the ears
Have you ever found any who have been dissatisfied with dying? Having too good an opinion of our own worth
He cannot be good, seeing he is not evil even to the wicked
He did not think mankind worthy of a wise man's concern
He felt a pleasure and delight in so noble an action
He judged other men by himself
He may employ his passion, who can make no use of his reason
He may well go a foot, they say, who leads his horse in his hand
He must fool it a little who would not be deemed wholly a fool
He should discern in himself, as well as in others
He took himself along with him
He who fears he shall suffer, already suffers what he fears
He who is only a good man that men may know it
He who lays the cloth is ever at the charge of the feast
He who lives everywhere, lives nowhere
He who provides for all, provides for nothing
He who stops not the start will never be able to stop the course
He will choose to be alone
Headache should come before drunkenness
Health depends upon the vanity and falsity of their promises
Health is altered and corrupted by their frequent prescriptions
Health to be worth purchasing by all the most painful cauteries
Hearing a philosopher talk of military affairs
Heat and stir up their imagination, and then we find fault
Help: no other effect than that of lengthening my suffering
High time to die when there is more ill than good in living
Hoary head and rivilled face of ancient usage
Hobbes said that if he Had been at college as long as others--
Hold a stiff rein upon suspicion
Home anxieties and a mind enslaved by wearing complaints
Homer: The only words that have motion and action
Honour of valour consists in fighting, not in subduing
How infirm and decaying material this fabric of ours is
How many and many times he has been mistaken in his own judgment
How many more have died before they arrived at thy age
How many several ways has death to surprise us?",1483-1600,7551
"The
arachnoid membrane was thickened and opake; the vessels of the pia mater
were loaded with blood: when the medullary substance was cut into, it was
very abundant in bloody points: about three ounces of water were contained
in the lateral ventricles: the plexus choroides were remarkably turgid
with blood: a quantity of water was found in the theca vertebralis: the
consistence of the brain was natural. CASE XIV. J. C. a man aged sixty-one, was admitted into the hospital September 17,
1796. It was stated that he had been disordered ten months. He had for
thirty years kept a public house, and had for some time been in the habit
of getting intoxicated.",1700-1800,37057
"ARITHMETIC***


Transcribed from the Cassell & Co. edition by David Price, email
ccx074@pglaf.org

                          [Picture: Book cover]





                ESSAYS ON MANKIND AND POLITICAL ARITHMETIC


INTRODUCTION. WILLIAM PETTY, born on the 26th of May, 1623, was the son of a clothier
at Romsey in Hampshire. After education at the Romsey Grammar School, he
continued his studies at Caen in Normandy. There he supported himself by
a little trade while learning French, and advancing his knowledge of
Greek, Latin, Mathematics, and much else that belonged to his idea of a
liberal education. His idea was large.",1600-1700,5619
"To discover the art of
converting base into noble passions, or to obtain a universal remedy for
all mental diseases, is perhaps beyond the power of metaphysicians; but
in the pursuit useful discoveries may be made. As to Olivia's letters--I am sorry I sent them to you; for I see that
they have lowered, instead of raising her in your opinion. But if you
criticise letters, written in openness and confidence of heart to a
private friend, as if they were set before the tribunal of the public,
you are--may I say it?--not only severe, but unjust; for you try and
condemn the subjects of one country by the laws of another.",1800-1900,35638
"The disappearance of all save a few fragments of this book, and
of any writing answering in description to it, the impossibility of
identifying it with the present Gospel of Matthew, or of proving that
the existing Gospel of Matthew rests upon it;[10] the comparatively late
date to which our Greek Matthew must be assigned--thirty years at least,
probably fifty or sixty after Jesus' death, and the absolute failure of
all attempts to trace its records to an eye witness of any sort, (say
nothing of a competent eye witness, clear of head, tenacious of memory,
veracious in speech,) all conspire to stamp with imprudence the
conjecture that the Christ of Matthew and the Jesus of history were one
and the same. This would be the case were the picture harmoniously
proportioned, as it is not. [Footnote 10: The character and influence of the ""Gospel of the Hebrews""
and of other books of the same kind is considered in full by Mr. S.
Baring-Gould in ""The Lost and Hostile Gospels.""",1800-1900,36767
"6 There on a glorious throne, he reigns,
And by his power divine
Redeems us from the slavish chains
Of Satan, and of sin. 7 Thence shall the Lord to judgment come,
And, with a sovereign voice,
Shall call, and break up every tomb,
While waking saints rejoice. 8 O may I then with joy appear
Before the Judge's face,
And, with the blest assembly there,
Sing his redeeming grace! Song 4. _Praise for Mercies Spiritual and Temporal_.",1700-1800,13439
"IN the most ancient Times _Plagues_, like many other Diseases, were
looked upon as _divine Judgments_ sent to punish the Wickedness of
Mankind: and therefore the only Defence sought after was by Sacrifices
and Lustrations to appease the Anger of incensed Heaven. [15]

HOW much soever may be said to justify Reflexions of this Kind, since we
are assured from sacred History, that divine Vengeance has been
sometimes executed by _Plagues_; yet it is certain, that such
Speculations pushed too far, were then attended with ill Consequences,
by obstructing Inquiries into natural Causes, and encouraging a supine
Submission to those Evils: against which the infinitely good and wise
Author of Nature has in most Cases provided proper Remedies. UPON this Account, in After-Ages, when the Profession of Physick came to
be founded upon the Knowledge of Nature, _Hippocrates_ strenuously
opposed this Opinion, that _some particular Sicknesses were Divine, or
sent immediately from the Gods_; and affirmed, that _no Diseases came
more from the Gods than others, all coming from them, and yet all owning
their proper natural Causes: that the Sun, Cold, and Winds were_ divine;
_the Changes of which, and their Influences on human Bodies, were
diligently to be considered by a Physician_.",1700-1800,32171
"The point was, how to cause that ruction."" There was more than passing interest on the faces of his followers. In
their opinion this leader of theirs was a fine fellow, a cunning man,
one whom it was an honour to follow. They awaited the details of his
plan with eagerness, not to say anxiety. ""And how did you fix it?""",1700-1800,41767
"But it was
thought to be a more honourable revenge to make them there, in our
sight, to perform the execution themselves; which was done accordingly. During our being in this town, as formerly also at Santiago there had
passed justice upon the life of one of our own company for an odious
matter, so here likewise was there an Irishman hanged for the murdering
of his corporal. In this time also passed many treaties between their commissioners and
us, for ransom of their city; but upon disagreements we still spent the
early mornings in firing the outmost houses; but they being built very
magnificently of stone, with high lofts, gave us no small travail to
ruin them.",1483-1600,3334
"xxiv. 19). But how can we be filled
with God? Only by being emptied of self, and going out of ourselves in
order to be lost in Him.",1700-1800,24989
"There's comfort yet. CHARMION. Ventidius fixed his eyes upon my passage
  Severely, as he meant to frown me back,
  And sullenly gave place:  I told my message,
  Just as you gave it, broken and disordered;
  I numbered in it all your sighs and tears,
  And while I moved your pitiful request,
  That you but only begged a last farewell,
  He fetched an inward groan; and every time
  I named you, sighed, as if his heart were breaking,
  But, shunned my eyes, and guiltily looked down:
  He seemed not now that awful Antony,
  Who shook and armed assembly with his nod;
  But, making show as he would rub his eyes,
  Disguised and blotted out a falling tear. CLEOPATRA. Did he then weep?",1600-1700,2062
"Satan
contemplating the beauties of the terrestrial paradise, breaks out in
the following exclamation. With what delight could I have walk’d thee round,
    If I could joy in ought, sweet interchange
    Of hill and valley, rivers, woods, and plains,
    Now land, now sea, and shores with forest crown’d,
    Rocks, dens, and caves! but I in none of these
    Find place or refuge; and the more I see
    Pleasures about me, so much more I feel
    Torment within me, as from the hateful siege
    Of contraries: all good to me becomes
    Bane, and in heav’n much worse would be my state. _Paradise Lost, book 9. l. 114._

    _Gaunt._ All places that the eye of heaven visits,
    Are to a wise man ports and happy havens.",1700-1800,57678
"He that knoweth his brother to sin a sin which is not to death,
let him ask: and life shall be given to him who sinneth not to death. There is a sin unto death. For that I say not that any man ask. A sin which is not to death, etc... It is hard to determine what St.
John here calls a sin which is not to death, and a sin which is unto
death.",1483-1600,8369
"And, sure
enough, we have no sooner pushed aside the heavy padded screen and
stepped within than we find on our right the Chapel of the Holy Column,
so called because it contains a pillar which is declared to have been
that against which our Lord leaned when he prayed and taught in the
temple at Jerusalem. The pillar contains this inscription: ""Haec est
illa columna in qua DNS N{r} Jesus XPS appodiatus dum populo prædicabat
et Deo pno preces in templo effundebat adhaerendo, stabatque una
cum aliis undecim hic circumstantibus. De Salomonis templo in
triumphum hujus Basilicæ hic locata fuit: demones expellit et immundis
spiritibus vexatos liberos reddit et multa miracula cotidie facit.",1900-2000,47644
"He had come in from the country, and ready to perish with cold
and hunger, had entered this falling house of clay. He was warned of
his danger, but answered that die he must, unless he found a shelter
before morning. He had kindled a small fire with some straw and bits of
turf, and was crouching over it, when the whole roof or gable end of
earth and stones came down upon him and his child, and crushed him to
death over the slow fire.",1800-1900,25115
"He
could only tell us that there seemed to be considerable commotion
among the infantry around us, and that two regiments of cavalry had
just passed our camp in the direction of Loudon. Five minutes of such
cannonading as we had been listening to convinced us that this was not
an ordinary cavalry raid such as we had been engaged in following for
the past three months, and our hearts sank within us. Evidently there
was trouble ahead. We were soon dressed, and hurried into line to answer to the assembly
call. After roll-call had been completed and the line broken, the
buglers were ordered to sound ""Boots and saddles,"" which thoroughly
convinced us that we were in for it.",1800-1900,58833
"Memphis was a busy place in those days;
steamers laden with army stores, cotton, and troops, were constantly
arriving and departing; and the city was filled with war rumors of
every description. The weather was pretty hot at this time, and the soldiers--whose
destination was Vicksburg, some four hundred miles still farther south,
in the midst of an unhealthy region--dreaded the experience in store
for them, and expressed many hopes that the order sending them there
might be countermanded; but no such good fortune was to be theirs; they
were destined to breathe the poisonous malaria of the swamps of the
Yazoo, infinitely worse than those of the Chickahominy, and share in
the hardships and glories of that wonderful campaign. On Sunday the 14th, the steamer “Mariner” and the other transports
cast off from the pier and headed down stream, and now the question
of destination became certain.",1800-1900,50687
"The situation of the planets, as they are continually
changing their places, could not be pointed out without first dividing
the stars into constellations: hence, necessity was the mother of
invention. PUPIL. And I think a very ingenious one.—If I may be allowed a
comparison, I will suppose the different kingdoms of the world on my
dissected map, to represent so many constellations; then, if I hear of
London, I know it is in England; if of Paris, in France; of Lisbon, in
Portugal; and so on. These I would compare with stars of the first
magnitude, being the chief cities of their respective kingdoms; inferior
cities, stars of the second magnitude; principal towns of the third, &c.

TUTOR.",1700-1800,56289
"And
finding many coaches at the Gate, I found upon enquiry that the Duchess is
brought to bed of a boy; and hearing that the King and Queen are rode
abroad with the Ladies of Honour to the Park, and seeing a great crowd of
gallants staying here to see their return, I also staid walking up and
down, and among others spying a man like Mr. Pembleton (though I have
little reason to think it should be he, speaking and discoursing long with
my Lord D'Aubigne), yet how my blood did rise in my face, and I fell into
a sweat from my old jealousy and hate, which I pray God remove from me. By and by the King and Queen, who looked in this dress (a white laced
waistcoat and a crimson short pettycoat, and her hair dressed ci la
negligence) mighty pretty; and the King rode hand in hand with her. Here
was also my Lady Castlemaine rode among the rest of the ladies; but the
King took, methought, no notice of her; nor when they 'light did any body
press (as she seemed to expect, and staid for it) to take her down, but
was taken down by her own gentleman.",1600-1700,4142
"CHAPTER III.—A DELIGHTFUL DISCOVERY. CHAPTER IV.—EVERYBODY HAPPY. CHAPTER V.—HOWDY

CHAPTER VI.—ARLINGTON BEFORE THE WAR. CHAPTER VII.—ARLINGTON AFTERWARD. CHAPTER VIII.—TO SAVE BREVET.",1800-1900,57511
"Thriftlesse is charitie, coward patience,
  Iustice is cruell, mercy want of sense. What meanes our Nature to barre vertue place,                     45
  If shee doe come in her owne cloathes and face? Is good a pill, we dare not chaw to know? Sense the soules servant, doth it keep us so
  As we might starve for good, unlesse it first
  Doe leave a pawne of relish in the gust?",1600-1700,48688
"Judging from Mother Shipton, and this portrait of Nixon, our native
prophets are not remarkable for their good looks. The latter,
especially, seems to have owed very little to nature, for he is
described as being ""a short squab fellow, had a great head and goggle
eyes, that he used to drivel as he spoke, which was very seldom, and
was extremely surly. ""Against Children he particularly had a spite, especially if they made
any sport of him, and would run after them and beat them. At first he
was a plough boy to Farmer Crowton of Swanton, and so stubborn, they
could make him do nothing without beating. They could seldom get any
thing out of him but Yes and No, unless he was pinched with hunger;
for he had a very good stomach, and could eat up a shoulder of mutton
at one meal, with a good hunch of bread and cheese after it.""",1700-1800,48800
