text,text_number,label
"tell what I have been writing.” We have often laughed at it. He was of a good disposition enough, and if he had not yielded so entirely to the bad advice of his favourites, he would have been the best master in the world. I loved him, although he had caused me a great deal of pain; but during the last three years of his life that was totally altered. I had brought him to laugh at his own weakness, and even to take jokes without caring for them. From the period that I had been calumniated and accused, he would suffer no one again to",3859,1600s
"be paid for. Stewam and Sugarscraps will send in everything, if you'll only tell the old fogies downstairs not to interfere."" Then she made a little request. Might she ask Everett, who was now in town? ""I've already got Major Pountney and Captain Gunner,"" he said. She pleaded that one more would make no difference. ""But that's just what one more always does. It destroys everything, and turns a pretty little dinner into an awkward feed. We won't have him this time. Pountney'll take you, and I'll take her ladyship. Dick will take Mrs. Leslie, and Gunner will",2158,1800s
"shall fly! _THE MOTOR LAUNCH CREW_ Crossing the harbor, four lads in a motor launch Saw the invader host drop from the sky, Saw a torpedo’s white wake through the water Make for the stern of a vessel nearby. “Jump!” cried the coxswain, “Here is my duty, Here is the logic for which I was born, One life asunder to stop the torpedo Ere from their bodies a hundred are torn!” “Nay,” cried the bowman. “We’re in this together. Glory to",64594,1900s
"so that He had no need of works or sufferings to be just and saved--for all these things He had from the very beginning--yet was not puffed up with these things, and did not raise Himself above us and arrogate to Himself power over us, though He might lawfully have done so, but, on the contrary, so acted in labouring, working, suffering, and dying, as to be like the rest of men, and no otherwise than a man in fashion and in conduct, as if He were in want of all things",1911,1400s
"one of the most antient titles of the Egyptian God Osiris, the same as Apollo, and Caanthus. What has been mentioned about Cadmus and Caanthus, is repeated under the character of a person named Curnus; who is said to have been sent by his father Inachus in search of his sister [1124]Io. Inachus, Oceanus, Ogugus, and Agenor, are all the same personages under different names; and the histories are all the same. That Cadmus was of old esteemed a Deity may be farther proved from his being",19584,1700s
"to Peter and a roll of rubber weather-casing. The grand piano, which had been Scatchy's rented extravagance, had gone never to return, and in its corner stood a battered but still usable upright. Under the great chandelier sat a table with an oil lamp, and evening and morning the white-tiled stove gleamed warm with fire. On the table by the lamp were the combined medical books of Peter and Anna Gates, and an ash-tray which also they used in common.",1214,1800s
"between litters. It was not clearly correlated with size of female, size of young at birth, or number of young in litter, but probably was influenced by attentiveness of the female, her adjustment to captivity, and her productivity of milk. Within each litter there were usually persistent differences in development, but these were minor (except for those of occasional runts) compared with the differences between litters. In several litters of five",37450,1900s
"Waterspouts and tornadoes followed. The oldest sailor on board—and he was a very old one—had never seen such weather. ‘The Beauty’ lost all idea where she was, and the carpenter reported six feet two of water in the hold. Everybody fell senseless at the pumps every day. Provisions now ran very low. Our hero put the crew on short allowance, and put himself on shorter allowance than any man in the ship. But his spirit kept him fat. In this extremity, the gratitude of Boozey, the captain of the foretop, whom",809,1800s
"As has been said or sung. The dogs did bark, the children scream'd, Up flew the windows all; And every soul cried out, Well done! As loud as he could bawl. Away went Gilpin--who but he? His fame soon spread around: He carries weight! he rides a race! 'Tis for a thousand pound! And still, as fast as he drew near, 'Twas wonderful to view, How in a trice the turnpike-men Their gates wide open threw. And now as he went bowing down His reeking head full low, The bottles twain behind his back",23753,1700s
"said: ""Sometimes, when the sun is hot, I grow a toadstool to shelter me from its rays. Perhaps you could sit on toadstools."" ""Well, if they were strong enough, they'd do,"" answered Cap'n Bill. ""Then, before I do I'll give you a couple,"" said the Lonesome Duck, and began waddling about in a small circle. It went around the circle to the right three times, and then it went around to the left three times. Then it",419,1800s
"in the word of the Lord. 19 But why might they eat those that clave the hoof? Because the righteous liveth in this present world; but his expectation is fixed upon the other. See, brethren, how admirably Moses commanded these things. 20 But how should we thus know all this, and understand it? We, therefore, understanding aright the commandments, speak as the Lord would have us. Wherefore he has circumcised our ears and our hearts, that we might know these things. CHAPTER X. Baptism and the cross of Christ foretold in figures under the law. LET us now inquire",6513,1600s
"as promptly as mine had been, it reached after something further. “Truly,” she continued, “we poor creatures of chance have fantastic desires and inconceivable loves. We give ourselves now for one thing, now for another. There are men who ruin themselves without obtaining the least thing from us; there are others who obtain us for a bouquet of flowers. Our hearts have their caprices; it is their one distraction and their one excuse. I gave myself to you sooner than I ever did to any man, I swear to you; and do you know why? Because when you",1608,1800s
"widely opened in the manner above described; so that at this early period the features assumed the same form as at a more advanced age. Dr. Piderit[606] lays great stress on the contraction of certain muscles which draw down the nose and narrow the nostrils, as eminently characteristic of a crying expression. The _depressores anguli oris_, as we have just seen, are usually contracted at the same time, and they indirectly tend, according to Dr. Duchenne, to act in this same manner on the nose. With children having bad colds a similar pinched appearance of the",1227,1800s
"morning light. Pardon, O Lord, our childish rage, Our little brawls remove, That, as we grow to riper age, Our hearts may all be love! [Illustration] AGAINST IDLENESS AND MISCHIEF. How doth the little busy bee Improve each shining hour, And gather honey all the day From every opening flower! How skilfully she builds her cell! How neat she spreads the wax! And labors hard to store it well With the sweet food she makes. In works of labor or of skill I would be busy too: For",37543,1600s
"Environ'd with the Mediterranean sea, Strong-countermin'd with other petty isles, And, toward Calabria, [197] back'd by Sicily (Where Syracusian Dionysius reign'd), Two lofty turrets that command the town, I wonder how it could be conquer'd thus. Enter a MESSENGER. MESSENGER. From Barabas, Malta's governor, I bring A message unto mighty Calymath: Hearing his sovereign was bound for sea, To sail to Turkey, to great Ottoman, He humbly would entreat your majesty To come and see his homely citadel, And banquet with him ere thou leav'st the isle. CALYMATH. To banquet with him in his",901,1500s
"States they are sold to a great extent. Mr. M'Cormick, who completed his invention in 1845, states that the demand reaches to a thousand annually. Mr. Pusey says of this machine that, ""in bad districts and late seasons, it may often enable the farmer to save the crop."" In Scotland and the north of England Mr. Bell's reaping-machine is coming into extensive use. The Americans have also their mowing-machines, drawn by two horses, which mow, upon an average, six acres of grass per day. The haymaking machines, as labour-saving instruments, are not uncommon in England. Machines for preparing",38367,1700s
"Lucchese, and so convinced them of the necessity of this, that seeing no better course to adopt, they complied in April, 1438, by which treaty the Lucchese retained their liberty, and the Florentines Monte Carlo and a few other fortresses. After this, being full of exasperation, they despatched letters to every part of Italy, overcharged with complaints, affecting to show that since God and men were averse to the Lucchese coming under their dominion, they had made peace with them. And it seldom happens that any suffer so much for the loss of",2464,1400s
"hot and profuse, rolling down his face. He concentrated on that gun, on his finger, on the firing stud. The cannibal blossom was closing. Sticky juices dripped over Drakeson. He was screaming. Greg's finger lifted. He could not fire. The Codes said no destruction. No killing. The Codes had been established after the great Chain disaster. Violence begets violence, the Codes said. And once begun, it was accumulative, like the snowball rolling down hill. Greg sagged.",58670,1900s
"what are you going to do?"" ""I haven't the faintest idea,"" said Phillip, ""but whatever I do is going to cost you your shirt. We're going to find out how to catch cold again if we have to die."" * * * * * It was an admirable struggle, and a futile one. They sprayed their noses and throats with enough pure culture of virulent live virus to have condemned an ordinary man to a lifetime of sneezing, watery-eyed misery. They didn't develop a sniffle among them. They mixed six different strains of",24276,1900s
"of the people who welcomed his forefathers to their shores. He is not ungrateful for the kindness showed them in a time so remote. I think it my duty to say of him, that he has been fruitful of good works in behalf of all the oppressed. We Indians have tried his integrity and have found it sound metal. He gave us the aid of his extensive learning and undeniable talent, and carried our cause before the Legislature with no other end in view than the good of the Commonwealth and of the Marshpee tribe, and a strong desire to",12486,1700s
"younger_ SPENSER, _and_ BALDOCK (_the three latter disguised_). _Abbot._ Have you no doubt, my lord; have you no fear: As silent and as careful we will be To keep your royal person safe with us, Free from suspect, and fell invasion Of such as have your majesty in chase, Yourself, and those your chosen company, As danger of this stormy time requires. _K. Edw._ Father, thy face should harbour no deceit. O, hadst thou ever been a king, thy heart, Pierc'd deeply with sense of my distress, Could not but take compassion of my state! Stately and proud in riches and in train, Whilom",20288,1500s
"feast? Three pound of sugar, five pound of currants, rice- what will this sister of mine do with rice? But my father hath made her mistress of the feast, and she lays it on. She hath made me four and twenty nosegays for the shearers- three-man song-men all, and very good ones; but they are most of them means and bases; but one Puritan amongst them, and he sings psalms to hornpipes. I must have saffron to colour the warden pies; mace; dates- none, that's out of my note; nutmegs, seven; race or two of ginger, but that I may beg; four pound of prunes,",1800,1500s
"if his eyes bee bleared or elles delecteth in wyne, if the agew haue infected hys tast. _HED._ And the _Epicure_ hymselfe, or elles I am disceiued, would not clippe & enbrace that pleasure, whiche ||C.ii.|| would bring with it farre greater payne and suche as would bee of long continuaunce. _SPV_ I thynke he woulde not, if he had any wytte at all. _HED._ Nor you wyll not denye this, that God is the chiefe and especiall goodnes, then whõ there is nothyng fayrer, there is",16246,1400s
"hope of loue daies, or atonementes, yet there be some beastes so wayward and mischeuous, that when theyr husbandes hath them in their arms a bed, they scholde & chyde making yt same plesure their lewd condicions (that expelseth all displeasures oute of their husbandes mynde unpleasaunt and lytell set bi corrupting the medecine that shuld haue cured al deadly greifes, & odible offēces. xantip. That is no newes to me. Eula. Though the",14282,1400s
"will they not, nor yet of mans force, can be prest or pent, in space, not sufficient and aunswerable to their bodily substance. Great force and violence will they vse, to enioy their naturall right and libertie. [To go to the bottom of the Sea without daunger.] Hereupon, two or three men together, by keping Ayre vnder a great Cauldron, and forcyng the same downe, orderly, may without harme descend to the Sea bottome: and continue there a tyme &c. Where, Note, how the thicker Element (as the Water) giueth place to the thynner (as, is the ayre:) and receiueth violence of",22062,1500s
"all the colde wynter nyghtes. _HEDo._ Now weigh this also, if the naturall loue of man, haue suche great vehemency in it, which is a cõmune thyng vnto vs, both with bulles and dogges, howe much more should all heauenly loue excell in vs, which cõmeth of ye spirit of Christ, whose strêgthe is of suche power, that it ||would make death a thîg most terrible, too bee but a pleasure vnto vs. _Spu._ What other men thîke inwardly I know not, but certes thei wãt many pleasures which cleaue",16246,1400s
"fitful, hysterical; full of whims &c n.; maggoty; inconsistent, fanciful, fantastic, whimsical, crotchety, kinky [U.S.], particular, humorsome†, freakish, skittish, wanton, wayward; contrary; captious; arbitrary; unconformable &c 83; penny wise and pound foolish; fickle &c (irresolute) 605; frivolous, sleeveless, giddy, volatile. Adv. by fits and starts, without rhyme or reason. Phr. nil fuit unquain sic inipar sibi [Lat.]; the deuce is in him. 609. Choice — N.",10681,1700s
"hats.” After this, I saw that there was no further chance of retaining the satchel, so I took it from my neck, but grudgingly, as though I hated doing so. I heard no more about it till after breakfast, when he made a sudden playful pounce upon it, as it lay upon the chair beside me, at an instant when I was quite unprepared to save it. “Aha,” he cried, waving his booty. “Now then. Now.” I knew that he would expect a passionate outcry from me, nor did I",1274,1800s
"In solemn council met, and deep debate! What godlike enterprise is taking birth? What wonder opens on th’ expecting earth? ’Tis done! with loud applause the council rings! Fix’d is the fate of whores and fiddle-strings! Tho’ bold these truths, thou, muse, with truths like these, Wilt none offend, whom ’tis a praise to please: Let others flatter to be flatter’d, thou, Like just tribunals, bend an awful brow. How terrible it were to common sense, To write a satire,",18827,1600s
"at thy fatal stream! As Lethe, dreadful to the love of fame. What devastations on thy banks are seen! What shades of mighty names which once have been! An hecatomb of characters supplies Thy painted altars’ daily sacrifice. H——, P——, B——, aspers’d by thee, decay, As grains of finest sugars melt away, And recommend thee more to mortal taste: Scandal’s the sweet’ner of a female feast. But this inhuman triumph shall decline, And thy revolting naiads call for wine; Spirits no longer shall serve under thee; But reign in thy own cup,",18827,1600s
"like my brother, seemed inclined to loiter in the place. There was no fresh news of the invaders from Mars. At that time the road was crowded, but as yet far from congested. Most of the fugitives at that hour were mounted on cycles, but there were soon motor cars, hansom cabs, and carriages hurrying along, and the dust hung in heavy clouds along the road to St. Albans. It was perhaps a vague idea of making his way to Chelmsford, where some friends of his lived, that at last induced my brother to strike into a quiet lane",36,1800s
"That men should barter wives, like goods, at ease? Our pastor oft his benefice has changed; Is trucking wives less easily arranged? It cannot be, for well I recollect, That Parson Gregory (whom none suspect) Would always say, or much my mem'ry fails, My flock 's my wife: love equally prevails; He changed; let us, good neighbour do the same; With all my heart, said t'other, that's my aim; But well thou know'st that mine's",5291,1600s
"a trace of embarrassment. ""Here I am,"" said Dubourg; ""I have been in Paris only a week."" ""Yes, I supposed that you were away. But why this mourning?"" ""Ah! my friend, my poor aunt--she is no more!"" At this point, Dubourg drew his handkerchief and blew his nose three or four times. ""Come, come, Dubourg, stop blowing your nose; you know perfectly well that you're not crying."" ""Never mind; she was a most respectable old lady: she has left me sixteen hundred francs a year."" ""That is",40133,1700s
"would another wed. But, soft! enough,--too much, I fear; Lest that my mistress hear my song; She'll not stick to round me i' the ear, To teach my tongue to be so long: Yet will she blush, here be it said, To hear her secrets so bewray'd. V. Live with me, and be my love, And we will all the pleasures prove, That hills and valleys, dales and fields, And all the craggy mountains yields. There will we sit upon the rocks, And see the shepherds feed their flocks, By shallow rivers, by whose falls Melodious birds sing madrigals. There will I make thee a bed of roses, With a thousand fragrant",1546,1500s
"But many other bloody Tyrants succeeded him, who from the year 1524 to 1535. did unpeople and make a Desert of the Provinces of _Naco_ and _Hondura_ (as well as other places) which were lookt upon as the Paradise of delights, and better peopled then other Regions; insomuch that within the Term of these eleven years there fell in those Countries above two Millions of Men, and now there are hardly remaining Two Thousand, who dayly dye by the severity of their Slavery. But to return to that great Tyrant, who outdid the former in cruelty (as",20321,1400s
"rode up and called to him, ""Smith, my brave fellow, save the field pieces."" He immediately fell in the rear, and executed his orders, with the loss of his whole company. All were killed but one man and Smith, and they were made prisoners. Gen. Greene rallied his army at the pass of Sanders' creek, six miles from Camden, and soon after occupied the position Gates had intended to take, at Gum swamp. The British lost between sixty and seventy, and Greene two hundred men. This affair",923,1700s
"light, Kist the wet pearles away. II. But when her teares his heate or'ecame, In cloudes he quensht his beames, And griev'd, wept out his eye of flame, So drowned her sad streames. III.<24.1> At this she smiled, when straight the sun Cleer'd by her kinde desires; And by her eyes reflexion Fast kindl'd there his fires. <24.1> This stanza is not found in the printed copy of LUCASTA, 1649, but it occurs in a MS. of this poem written, with many compositions by Lovelace and other poets, in a copy of Crashaw's POEMS, 1648,",703,1600s
"relieved tone. The night was rainy, with wandering gusts of wind, and while we waited for the candles Falk said, as if to justify his panic, “I don’t interfere in anybody’s business. I don’t give any occasion for talk. I am a respectable man. But this fellow is always making out something wrong, and can never rest till he gets somebody to believe him.” This was the first of my knowledge of Falk. This desire of respectability, of being like everybody else, was the only recognition he vouchsafed to the organisation of mankind. For the rest",493,1800s
"that he will tell you from me. Written by the hand of your entire Servant, H. R. Letter Seventh To Anne Boleyn _DARLING_, these shall be only to advertise you that this bearer and his fellow be despatched with as many things to compass our matter, and to bring it to pass as our wits could imagine or devise; which brought to pass, as I trust, by their diligence, it shall be shortly, you and I shall have our desired end, which should be more to my heart's ease, and more quietness to my mind, than any other thing in",32155,1400s
"a more perfecter supputation, neither the agewe || nor yet pouerty foloweth alwaies carnal pleasure, nor the new leprosy or els the palsy wait not on at al times the great & excessiue vse of lecherye, but grudge of cõsiêce euermore is a folower & sure companiõ of al vnleaful pleasure, then the which as it is plainly agreed betwixt vs, nothyng is more miserable. _SPV._ Yea, rather it grudgeth their",16246,1400s
"ANJOY. I, so they are, but yet what remedy: I have done all I could to stay this broile. NAVARRE. But yet my Lord the report doth run, That you were one that made this Massacre. ANJOY. Who I? you are deceived, I rose but now Enter [to them] Guise. GUISE. Murder the Hugonets, take those pedantes hence. NAVARRE. Thou traitor Guise, lay of thy bloudy hands. CONDY. Come let us goe tell the King. Exeunt [Condy and Navarre]. GUISE. Come sirs, Ile whip you to death with",1496,1500s
"may fynde some in || that yle, that suppose thayr substãce shal nat prospayre except they vysyte her with thayr offerynge euery yere ones as thay be able to gyue. _Me._ Wher dothe she dwell? _Ogy._ At the vttermost parte of all England betwyxt the Northe and the Weste, nat vary ferre from the see, skarsly iii myles, the towne is almost susteynyd by the resort of pylgrymes. The college is of Canões, but thay be suche as hathe thayr name of the Laten tonge and be called Seculares, a kynd betwyxte monkes & Chanones. _Me._ What you tell me",14746,1400s
"for fowle, and to hym that geueth the a blowe vpon the ryght cheke to holde forth the lyfte. Poliphe. I do remembre I haue red suche a thinge in my boke, but ye must pardone me for I had quyte forgotten it. Can. Well go to, what saye ye to prayer I suppose ye praye very ofte. Poli. That is euyn as very a touche of a pharesey as any can be. Cannius. I graunt it is no lesse thê a poynte of a pharesey to praye longe and faynedly vnder a colour",14500,1400s
"you they's such a thing as hunches."" ""Never mind, Shorty,"" Smoke laughed. ""I've got a hunch right now--"" Shorty's eyes sparkled as he cried eagerly: ""What is it? Kick in an' play it pronto."" ""It's not that kind, Shorty. Now, what I've got is a hunch that some day I'll work out a system that will beat the spots off that table."" ""System!"" Shorty groaned, then surveyed his partner with a vast pity. ""Smoke, listen to your side-kicker an' leave system alone. Systems is",1596,1800s
"shades, Displaying each ravishing charm; The soft zephyr blows, And kisses the rose, The plain is sweet-scented with balm. How high from yon city the smoke-clouds ascend! Their neighing, and snorting, and bellowing blend The horses and cattle; The chariot-wheels rattle, As down to the valley they take their mad way; And even the forest where life seems to move, The eagle, and falcon, and hawk soar above, And flutter their pinions, in heaven's bright ray. In search of repose From my heart-rending",6794,1700s
"once nourishing and supporting it. But it was not this which held the incredulous fixity of their gaze. For arranged in concentric circles about the machine were hundreds of tables or low platforms and upon each a still figure lay. The nearest table was some distance from the wall through which Nellon and Austin peered, and this, added to the weird, green light of the globe, made a clear delineation of physical characteristics impossible. Yet they were able to make out enough to become convinced, that, as their earlier examination of the clothing in the rooms",32750,1900s
"This would be a great inducement to marriage, which all wise nations have either encouraged by rewards, or enforced by laws and penalties. It would encrease the care and tenderness of mothers towards their children, when they were sure of a settlement for life to the poor babes, provided in some sort by the publick, to their annual profit instead of expence. We should soon see an honest emulation among the married women, which of them could bring the fattest child to the market. Men would become as fond of their wives, during the time of their",1080,1600s
"it down the moment she left her. 'To persons in health, said she, this sight may be shocking; and the preparation, and my unconcernedness in it, may appear affected: but to me, who have had so gradual a weaning-time from the world, and so much reason not to love it, I must say, I dwell on, I indulge, (and, strictly speaking, I enjoy,) the thoughts of death. For, believe me,' [looking stedfastly at the awful",12180,1600s
"but one, yet there are many crooked lanes and by-paths shoot down upon it, as I may say. And again, notwithstanding the kingdom of heaven be the biggest city, yet usually those by-paths are most beaten, most travellers go those ways; and therefore the way to heaven is hard to be found, and as hard to be kept in, by reason of these. Yet nevertheless, it is in this case as it was with the harlot of Jericho. She had one scarlet thread tied in her window, by which her house was known; so it is here. The scarlet stream of",13750,1600s
"thanks unto the Lord for you, forasmuch as ye have refreshed them in all things. Nor shall any thing that you have done be lost to you. 13 My soul be for yours, and my bonds which ye have not despised, nor been ashamed of. Wherefore neither shall. Jesus Christ, our perfect faith, be ashamed of you. 14 Your prayer is come to the church of Antioch, which is in Syria. From whence being sent bound with",6514,1600s
"Finally Vomact stepped up in front of Parizianski, faced the others, and said: ""Scanners, be Scanners! Give him your eyes."" Parizianski was not good at public speaking. His lips moved too fast. He waved his hands, which took the eyes of the others away from his lips. Nevertheless, Martel was able to follow most of the message: ""...can't do this. Stone may have succeeded. If he has succeeded, it means the end of the",73886,1900s
"knew they were not meant for her. Deep inside her head she could hear Tall-Thin speaking to his companions. As if sensing something disturbing in that the second-tallest of the three spoke in reply--spoke for the first time. ""They'll hear everything we say. It would be so much more convenient if we could talk to them without giving them the power to hear in return every word we utter."" ""That cannot be avoided, Rujit,"" replied Tall-Thin. ""When we read their minds we awaken extra-sensory faculties which would ordinarily remain dormant in",72517,1900s
"one above another, which are exceeding small; after which come small flat pouches containing the seed, which is very small, but of a sharp taste. _Place._] It grows commonly upon old stone and brick walls, and sometimes in gravelly grounds, especially if there be grass or moss near to shadow it. _Time._] They flower very early in the year, sometimes in January, and in February; for before the end of April they are not to be found. _Government and virtues._] It is held to be exceedingly good for those imposthumes in the joints, and under the nails, which they call",49513,1600s
"to be traced and described. The greater men of science have been cast in so generous a mould that they have recognised the partial nature of their task; they have known how to play with science as a pastime, and to win and wear her decorations for a holiday favour. They have not emaciated the fulness of their faculties in the name of certainty, nor cramped their humanity for the promise of a future good. They have been the servants of Nature, not the slaves of method. But the grammarian of the laboratory is often the",1038,1800s
"this great people. This year we must continue to improve the quality of American life. Let us fulfill and improve the great health and education programs of last year, extending special opportunities to those who risk their lives in our Armed Forces. I urge the House of Representatives to complete action on three programs already passed by the Senate--the Teacher Corps, rent assistance, and home rule for the District of Columbia. In some of our urban",5042,1900s
begotten the Drops of Dew] [Illustration: Canst thou bind the sweet influences of Pleiades or loose the bands of Orion Let there Be Light Let there be A Firmament Let the Waters be gathered together into one place & let the Dry Land appear And God made Two Great Lights Sun Moon Let the Waters bring forth abundantly Let the Earth bring forth Cattle & Creeping thing & Beast When the morning Stars sang together & all the Sons of God shouted for joy] [Illustration: Can any,30526,1700s
"for if he hadn't made me fling 'em away, I dare say I would have pinned them up well enough for the country."" ""Perhaps Lady Howard may be able to lend you a cap that will wear without them."" ""Lady Howard, indeed! why, do you think I'd wear one of her dowdies? No, I'll promise you, I sha'n't put on no such disguisement. It's the unluckiest thing in the world that I did not make the man pick up the curls again; but he put me in such a passion, I could not think of nothing. I know I can't get none at Howard Grove for",6053,1700s
"in ev'ry view Around the town the wicked Gulphar flew; In all the streets, at every house to tell, How nicely he had trick'd the greedy belle. To blame him useless 'twere you must allow; The French such frolicks readily avow. THE JEALOUS HUSBAND A CERTAIN husband who, from jealous fear, With one eye slept while t'other watched his dear, Deprived his wife of every social joy, (Friends oft the jealous character annoy,) And made a fine collection in a book, Of tricks with which the sex their wishes hook. Strange fool! as if their",5278,1600s
"6500 ft., 2; _2 km. S Jalancingo_, 2; 6 km. SSE Altotonga, 8000 ft., 8; _1 km. W Las Vigas, 8500 ft._, 2; Las Vigas, 8500 ft., 13; _2 km. E Las Vigas, 8000 ft._, 5; _3 km. E Las Vigas, 8000 ft._, 8; _5 km. E Las Vigas_, 7 (TAM); _5 km. N Jalapa, 4500 ft._, 2; _Jalapa_, 1 (USNM); 10 km. SE Perote, N slope Cofre de Perote, 10,500 ft., 1 (TAM); Xometla Camp, Mt. Orizaba, 8500 ft., 2 (BM); _Sta. Barbara,",33509,1900s
"namely, patience, self-denial, communion and communication with and to the poor saints: how hard are these things? It is an easy matter to deny another man, but it is not so easy a matter to deny one's self; to deny myself out of love to God, to his gospel, to his saints, of this advantage and of that gain; nay, of that which otherwise I might lawfully do, were it not for offending them. That scripture is but seldom read, and seldomer put in practice, which saith, ""I will eat no flesh while the world standeth, if it make my brother to offend."" Again, ""We then",13750,1600s
"with him, when, finding himself at liberty, he immediately became a robber. ""Hartley's father"" (the account proceeds), ""formerly kept the Sir John Falstaff inn at Hull in Yorkshire; he was put to school in that neighbourhood, but his conduct at school was so marked with depravity, and so continually did he play the truant, that he was dismissed as unmanageable. He then, although only nine years of age, began with pilfering and robbing gardens and orchards, till his friends were",10985,1700s
"not be a gentleman? And whether a nation of gentlemen would not be a wretched nation? 21. Qu. Whether all things would not bear a high price? And whether men would not increase their fortunes without being the better for it? 22. Qu. Whether the same evils would be apprehended from paper-money under an honest and thrifty regulation? 23. Qu. Whether, therefore, a national bank would not be more beneficial than even a mine of gold? 24. Qu. Whether private ends are not prosecuted with more attention and vigour than the public?",4543,1600s
"left in haste when he had finished. Whether he had failed or succeeded in finding what he wanted, he had left. He had not searched the stables, unless he had done that before coming into the house. He had not forced his way into her room, probably because he did not want to leave behind him the evidence of his visit which the door would have given, or because he feared to disturb the contents of Jean's room. Jean stared up in the dark and puzzled long over the identity of that man, and his errand. And the longer",538,1800s
"the deluded world, that it might not, O governor, be condemned, but have faith, the fear of God, the knowlege of religion, and the love of truth. 8 So that if I only teach those things which I have received by revelation from God, where is my crime? 9 When the governor heard this, he ordered Paul to be bound, and to be put in prison, till he should be more at leisure to hear him more fully. 10 But in the night, Thecla taking off her ear-rings, gave them",6511,1600s
"the ocean. She sat beside her lover and held his hand. In spite of her enthusiasm, he would doze. At every turn of entrancing view she would pinch his arm: “Look, Jim! Look!” He would lift his heavy eyelids, grunt good-naturedly and doze again. In the dining-car she was in mortal terror at first lest he should lapse into the coarse table manners into which he had fallen in camp. She laid his napkin conspicuously on his plate and saw that he had opened and put it in place across his lap before ordering the",1634,1800s
"two honours lost, yours and your son's. For yours, the God of heaven brighten it! For his, it stuck upon him as the sun In the grey vault of heaven; and by his light Did all the chivalry of England move To do brave acts. He was indeed the glass Wherein the noble youth did dress themselves. He had no legs that practis'd not his gait; And speaking thick, which nature made his blemish, Became the accents of the",1782,1500s
"and their followers had no chance. Their hands, still in the suits, were bound quickly behind them at Jandron's orders. Kent heard an exclamation, and saw Marta starting toward him from behind Jandron's men. But a sweep of Jandron's arm brushed her rudely back. Kent strained madly at his bonds. Krell's face had a triumphant look. ""Did it all work as I told you it would, Jandron?"" he asked. ""It worked,"" Jandron answered impassively. ""When they saw fifteen of us coming from the wreck-pack in space-suits, they opened right up to us."" Kent understood, and cursed",28832,1900s
"these things to passe? Oh, how mine eyes doth loath this visage now! Ob. Silence a while. Robin take off his head: Titania, musick call, and strike more dead Then common sleepe; of all these, fine the sense Tita. Musicke, ho musicke, such as charmeth sleepe. Musick still. Rob. When thou wak'st, with thine owne fooles eies peepe Ob. Sound musick; come my Queen, take hands with me And rocke the ground whereon these sleepers be. Now thou and I new",2242,1500s
"of regular attendance on its services, and urged their serious attention to the means of grace. I showed them the sad state of many countries, where neither churches nor Bibles were known, and the no less melancholy condition of multitudes at home, who sinfully neglect worship and slight the word of God. I thus tried to make them sensible of their own favours and privileges. Neither was I at a loss for another class of objects around me from which I could draw useful instruction; for many of the beauties of created nature appealed in view. Eastward of",19671,1700s
"he threw open the door. ""Yes?"" ""Have you heard, Mr. Haverford? About the invasion, I mean?"" ""Yes, I've heard. What of it?"" ""I just thought I'd tell you,"" she said, shrugging. ""I know you don't go out much or read the papers, and I thought maybe--"" ""I've heard over the radio,"" he told her stiffly. ""Is there anything else I can do for you?"" ""No--not at all."" ""Very well, then. If anyone comes to see me, you can tell them I'm not looking for visitors."" ""Yes, Mr.",65119,1900s
"than as a serious achievement. Baskerville was strictly an artist: he took unlimited time and pains, he had no regard for the prevailing market, and he produced sporadically; also, he was harshly criticized and even derided for his strange formats.[18] With such a reputation for impracticality the printer's influence was negligible during his lifetime although, of course, it was widely felt later. [14] Jackson, _op. cit._",29928,1900s
"which is sooner payed, and thought to be less felt than a tax laid on any other way. when the King raises the lued’ore from 12 livres to 14, they are taken in at the mint for 13 livres, and given out for 14; so the King gains a livre on the lued’ore, and this tax comes to 20 or 25 million of livres, sometimes more, according to the quantity of money in the country. but so far from adding to the money, it stops the circulation: a part being kept up till there is occasion to export it to Holland, from",70784,1600s
"ploughing or planting. She loved the ""green pastures and still waters,"" and often repeated those beautiful lines of the hymn-- ""To dewy vales and flowery meads, My weary, fainting steps he leads, Where peaceful rivers, soft and slow, Amid the verdant landscape flow."" Clyde Farm was a singularly retired spot, notwithstanding its vicinity to a country village, which, on a straight line, was about two miles from it. But there was a high hill between, that belonged to the farm, and was crowned with oak and",23231,1700s
"well, and have not, at present, one sick person, God be praised; and I think, if you would retire from Surrey, as we did, you would escape all danger. There is another thing that may comfort you, which is, that, in truth in this distemper few or no women have been taken ill, and what is more, no person of our court, and few elsewhere, have died of it. For which reason I beg you, my entirely beloved, not to frighten yourself nor be too uneasy at our absence; for wherever I am, I am yours, and",32155,1400s
"happened in the Reign of _Basiliscus_, makes it plain, that it stood Eastward, between the Palace, and the _Forum_ of _Constantine_. This Fire, says he, consumed the _Chalcopratia_, the most beautiful Part of the City, the _Basilica_, with its eminent Library, and all the surprizing Ornaments of the _Lausus_, to the _Forum_ of _Constantine_. There was in the _Lausus_, continues our Historian, an infinite Number of Statues, the most remarkable of which was, the Statue of _Minerva_ of _Lindia_, which was four Cubits long, and made of an",53083,1400s
